,variable,precision,recall,f1,auc,auc+f1+prec,data_fill,transformation,resample,classifier
4524,"var4_woe,var5_woe,var3",0.9654524844149532,0.17186688773886682,0.2586265581492964,0.6162593281495682,1.840338370713818,median,stdscl,SMOTE,DT
4525,"var4_woe,var5_woe,var4",0.0006252303047540486,0.025004605670836892,0.0012199560885774805,0.4219419622661238,0.4237871486594553,median,stdscl,SMOTE,DT
4526,"var4_woe,var5_woe,var5",0.9573154400013096,0.9313001390075198,0.9435366746647839,0.584659604516004,2.4855117191820977,median,stdscl,SMOTE,DT
4527,"var4_woe,var5_woe,var6",0.9573440058306507,0.9310489205982347,0.9434106725041996,0.5839654554380981,2.4847201337729485,median,stdscl,SMOTE,DT
4528,"var4_woe,var5_woe,var7",0.9572263122173543,0.9270964176254836,0.941213818519084,0.5832221442265362,2.4816622749629746,median,stdscl,SMOTE,DT
4529,"var4_woe,var5_woe,var8",0.9654200424990118,0.40504781523723393,0.5511537116524038,0.6649437848892377,2.1815175390406534,median,stdscl,SMOTE,DT
4530,"var4_woe,var6_woe,var2_woe",0.9573610828640635,0.930965181128473,0.9433714553835088,0.6438473215806879,2.5445798598282603,median,stdscl,SMOTE,DT
4531,"var4_woe,var6_woe,var1_woe",0.9573610828640635,0.930965181128473,0.9433714553835088,0.580016181739879,2.480748719987451,median,stdscl,SMOTE,DT
4532,"var4_woe,var6_woe,var8_woe",0.9573610828640635,0.930965181128473,0.9433714553835088,0.6412858513105132,2.5420183895580855,median,stdscl,SMOTE,DT
4533,"var4_woe,var6_woe,var1",0.9495569607907521,0.03805121505970624,0.027674478987621497,0.4225404793161913,1.399771919094565,median,stdscl,SMOTE,DT
4534,"var4_woe,var6_woe,var2",0.9566101871270778,0.7830142859535414,0.857061413022178,0.6410762363062806,2.4547478364555366,median,stdscl,SMOTE,DT
4535,"var4_woe,var6_woe,var3",0.9654524844149532,0.17186688773886682,0.2586265581492964,0.6162593281495682,1.840338370713818,median,stdscl,SMOTE,DT
4536,"var4_woe,var6_woe,var4",0.0006252303047540486,0.025004605670836892,0.0012199560885774805,0.4219419622661238,0.4237871486594553,median,stdscl,SMOTE,DT
4537,"var4_woe,var6_woe,var5",0.9573154400013096,0.9313001390075198,0.9435366746647839,0.584659604516004,2.4855117191820977,median,stdscl,SMOTE,DT
4538,"var4_woe,var6_woe,var6",0.9573440058306507,0.9310489205982347,0.9434106725041996,0.5839654554380981,2.4847201337729485,median,stdscl,SMOTE,DT
4539,"var4_woe,var6_woe,var7",0.9572263122173543,0.9270964176254836,0.941213818519084,0.5832221442265362,2.4816622749629746,median,stdscl,SMOTE,DT
4540,"var4_woe,var6_woe,var8",0.9654200424990118,0.40504781523723393,0.5511537116524038,0.6649437848892377,2.1815175390406534,median,stdscl,SMOTE,DT
4541,"var4_woe,var2_woe,var1_woe",0.957227888760509,0.9000150731045571,0.926255952394003,0.6460956809483605,2.5295795221028725,median,stdscl,SMOTE,DT
4542,"var4_woe,var2_woe,var8_woe",0.9652935731801742,0.39915255656601184,0.545047144251369,0.6671901193246558,2.177530836756199,median,stdscl,SMOTE,DT
4543,"var4_woe,var2_woe,var1",0.95727529507049,0.9144685055854226,0.9342968030140414,0.6441568428305571,2.5357289409150887,median,stdscl,SMOTE,DT
4544,"var4_woe,var2_woe,var2",0.956516740799637,0.7856772010919627,0.8587250507187931,0.6400144182079699,2.4552562097264,median,stdscl,SMOTE,DT
4545,"var4_woe,var2_woe,var3",0.96952777356724,0.2851161466445594,0.41373746196286326,0.6628613836767081,2.0461266192068113,median,stdscl,SMOTE,DT
4546,"var4_woe,var2_woe,var4",0.9575531283260204,0.9371451539968849,0.9467988194572213,0.6437092235019898,2.5480611712852315,median,stdscl,SMOTE,DT
4547,"var4_woe,var2_woe,var5",0.9572412368203509,0.9301780301127133,0.9428987016534017,0.5774198504200952,2.477559788893848,median,stdscl,SMOTE,DT
4548,"var4_woe,var2_woe,var6",0.957356619272733,0.9308981895526638,0.9433333399454131,0.640489270574301,2.541179229792447,median,stdscl,SMOTE,DT
4549,"var4_woe,var2_woe,var7",0.9676199176318692,0.15247282654206235,0.228251691738862,0.5160895651927399,1.7119611745634709,median,stdscl,SMOTE,DT
4550,"var4_woe,var2_woe,var8",0.965596801008141,0.44423788708569895,0.5905677974300019,0.676540382073422,2.232704980511565,median,stdscl,SMOTE,DT
4551,"var4_woe,var1_woe,var8_woe",0.9572986574926574,0.9145020013733273,0.9343225336570747,0.6482085942082704,2.5398297853580027,median,stdscl,SMOTE,DT
4552,"var4_woe,var1_woe,var1",0.9585304503697771,0.06555125692944112,0.08039027389113983,0.4256143437364842,1.4645350679974012,median,stdscl,SMOTE,DT
4553,"var4_woe,var1_woe,var2",0.9567213740568926,0.7677067108811066,0.8473761300946442,0.6419466752959461,2.4460441794474828,median,stdscl,SMOTE,DT
4554,"var4_woe,var1_woe,var3",0.9660326213302917,0.16761292267497363,0.2520292318355967,0.616159531204252,1.8342213843701405,median,stdscl,SMOTE,DT
4555,"var4_woe,var1_woe,var4",0.0006252303047540486,0.025004605670836892,0.0012199560885774805,0.42205126258667974,0.4238964489800113,median,stdscl,SMOTE,DT
4556,"var4_woe,var1_woe,var5",0.9555191530060018,0.9525532164330336,0.9540219260796452,0.5816084112832538,2.4911494903689007,median,stdscl,SMOTE,DT
4557,"var4_woe,var1_woe,var6",0.9572807290673072,0.9297425848699526,0.9426762066933043,0.5835314123598735,2.4834883481204852,median,stdscl,SMOTE,DT
4558,"var4_woe,var1_woe,var7",0.9572263122173543,0.9270964176254836,0.941213818519084,0.5835021198739645,2.4819422506104027,median,stdscl,SMOTE,DT
4559,"var4_woe,var1_woe,var8",0.9655008237852108,0.4064378904352778,0.5525745973513668,0.6690356955057825,2.18711111664236,median,stdscl,SMOTE,DT
4560,"var4_woe,var8_woe,var1",0.9555935455933531,0.8297409100805574,0.8855165814860622,0.6206513141672267,2.461761441246642,median,stdscl,SMOTE,DT
4561,"var4_woe,var8_woe,var2",0.9655448304042344,0.39903532130834546,0.5448687360933893,0.6675929830482797,2.1780065495459033,median,stdscl,SMOTE,DT
4562,"var4_woe,var8_woe,var3",0.9650318957748413,0.35862265320135994,0.5014201981885427,0.6581267929279424,2.1245788868913262,median,stdscl,SMOTE,DT
4563,"var4_woe,var8_woe,var4",0.964098329129552,0.3201694886867976,0.4575824454015662,0.6349945478699048,2.056675322401023,median,stdscl,SMOTE,DT
4564,"var4_woe,var8_woe,var5",0.9569775281797095,0.939942052286925,0.9480712794024385,0.5757977588786145,2.4808465664607624,median,stdscl,SMOTE,DT
4565,"var4_woe,var8_woe,var6",0.9573291616969293,0.9311661558559011,0.9434689227071886,0.6389770373602763,2.5397751217643942,median,stdscl,SMOTE,DT
4566,"var4_woe,var8_woe,var7",0.952955999653448,0.7314977641561574,0.8238032099996818,0.5358519490571225,2.3126111587102525,median,stdscl,SMOTE,DT
4567,"var4_woe,var8_woe,var8",0.9653499334910937,0.40699057093570484,0.553179017643803,0.6660520613764329,2.1845810125113294,median,stdscl,SMOTE,DT
4568,"var4_woe,var1,var2",0.9565861036194088,0.7727310790668074,0.8505709126450415,0.63968912319605,2.4468461394605003,median,stdscl,SMOTE,DT
4569,"var4_woe,var1,var3",0.9705385030971884,0.11006715905474887,0.15847898936704682,0.45572152547166883,1.584739017935904,median,stdscl,SMOTE,DT
4570,"var4_woe,var1,var4",0.9515937402636891,0.04955701820496072,0.05029735052777503,0.42430407450425295,1.4261951652957172,median,stdscl,SMOTE,DT
4571,"var4_woe,var1,var5",0.9563615723890406,0.9355373561774607,0.9454568081108766,0.5521259671697732,2.4539443476696907,median,stdscl,SMOTE,DT
4572,"var4_woe,var1,var6",0.9573277796039763,0.9304627443099031,0.943085646098951,0.5818925518481601,2.4823059775510874,median,stdscl,SMOTE,DT
