,variable,precision,recall,f1,auc,auc+f1+prec,data_fill,transformation,resample,classifier
102,"var8_woe,var3",0.9494317460221204,0.8283005912006565,0.8838726402626376,0.5189263342071531,2.352230720491911,mean,stdscl_WOE-ori,upsample,LR
103,"var8_woe,var4",0.9573841101277,0.9373628766182652,0.9468492407674942,0.6313866535886724,2.535620004483867,mean,stdscl_WOE-ori,upsample,LR
104,"var8_woe,var5",0.949484161020264,0.7649600562729236,0.845395544688616,0.4999928206947339,2.2948725264036143,mean,stdscl_WOE-ori,upsample,LR
105,"var8_woe,var6",0.949484161020264,0.7649600562729236,0.845395544688616,0.5009438888050792,2.29582359451396,mean,stdscl_WOE-ori,upsample,LR
106,"var8_woe,var7",0.9495713516008402,0.8043678507427691,0.8696965918418877,0.5055696279398679,2.3248375713825955,mean,stdscl_WOE-ori,upsample,LR
107,"var8_woe,var8",0.949501957304254,0.7654624930914937,0.8457134136587391,0.4974499257264053,2.2926652966893983,mean,stdscl_WOE-ori,upsample,LR
108,"var1,var2",0.9537284922660464,0.6992580682979115,0.8019985460288274,0.5500329523208531,2.305759990615727,mean,stdscl_WOE-ori,upsample,LR
109,"var1,var3",0.9530187805534641,0.8038319181362944,0.8696857647979751,0.5564386529285443,2.379143198279984,mean,stdscl_WOE-ori,upsample,LR
110,"var1,var4",0.9574611716355608,0.9254551240181548,0.9403993232380892,0.6579474138439648,2.555807908717615,mean,stdscl_WOE-ori,upsample,LR
111,"var1,var5",0.953763005388366,0.9220218057579259,0.9372112438573118,0.5648356500552575,2.4558098993009354,mean,stdscl_WOE-ori,upsample,LR
112,"var1,var6",0.953763005388366,0.9220218057579259,0.9372112438573118,0.566098206821242,2.45707245606692,mean,stdscl_WOE-ori,upsample,LR
113,"var1,var7",0.9534992108920664,0.9103317757791958,0.9308295134992792,0.5767044855747048,2.4610332099660504,mean,stdscl_WOE-ori,upsample,LR
114,"var1,var8",0.9518390401052615,0.7905005945502354,0.8614421170390865,0.567924902810155,2.381206059954504,mean,stdscl_WOE-ori,upsample,LR
115,"var2,var3",0.9515989726307305,0.5895258671222093,0.7210903311641793,0.5415921430235423,2.214281446818452,mean,stdscl_WOE-ori,upsample,LR
116,"var2,var4",0.957378037908914,0.9344989867524159,0.9452972912350192,0.6570947562906589,2.559770085434592,mean,stdscl_WOE-ori,upsample,LR
117,"var2,var5",0.9508915217934808,0.5988711919476126,0.7285391399564839,0.5366562958687423,2.2160869576187068,mean,stdscl_WOE-ori,upsample,LR
118,"var2,var6",0.9508908111110772,0.5988544440536603,0.7285261304414596,0.5376530342551346,2.217069975807671,mean,stdscl_WOE-ori,upsample,LR
119,"var2,var7",0.9507731702379786,0.6492656048501901,0.7666792431274062,0.5379164595329716,2.2553688728983565,mean,stdscl_WOE-ori,upsample,LR
120,"var2,var8",0.9521618779195414,0.6696645396841348,0.7813192444192029,0.5623601473635245,2.2958412697022688,mean,stdscl_WOE-ori,upsample,LR
121,"var3,var4",0.9574305558453442,0.9352191461923663,0.9457079395537679,0.6446752139824149,2.5478137093815265,mean,stdscl_WOE-ori,upsample,LR
122,"var3,var5",0.9513192341801188,0.8182853506171599,0.8782076266172913,0.5117220164256981,2.3412488772231086,mean,stdscl_WOE-ori,upsample,LR
123,"var3,var6",0.9513192341801188,0.8182853506171599,0.8782076266172913,0.5125297630525523,2.3420566238499623,mean,stdscl_WOE-ori,upsample,LR
124,"var3,var7",0.9514426123203792,0.8239461387730493,0.8815788129569826,0.5270521687438636,2.3600735940212254,mean,stdscl_WOE-ori,upsample,LR
125,"var3,var8",0.9513668685106392,0.7374265186152841,0.8277150724436941,0.5593133376488937,2.338395278603227,mean,stdscl_WOE-ori,upsample,LR
126,"var4,var5",0.9573431802650696,0.9365254819206484,0.9463805593045672,0.6373844108841582,2.5411081504537947,mean,stdscl_WOE-ori,upsample,LR
127,"var4,var6",0.9573431802650696,0.9365254819206484,0.9463805593045672,0.6382637031997889,2.541987442769426,mean,stdscl_WOE-ori,upsample,LR
128,"var4,var7",0.957012576885084,0.9230936709708754,0.9389517418391072,0.6484695515999219,2.5444338703241134,mean,stdscl_WOE-ori,upsample,LR
129,"var4,var8",0.9564979463183396,0.8860640774422617,0.9182480508932216,0.6601861892993192,2.5349321865108805,mean,stdscl_WOE-ori,upsample,LR
130,"var5,var6",0.9502427442685067,0.9429734210922976,0.9465901034396288,0.4891675788833069,2.3860004265914427,mean,stdscl_WOE-ori,upsample,LR
131,"var5,var7",0.9517822429013456,0.9499405449764692,0.9508591248920366,0.5039132103450844,2.4065545781384667,mean,stdscl_WOE-ori,upsample,LR
132,"var5,var8",0.9505832315233136,0.7836172101358254,0.8571123837608154,0.5483684465023484,2.3560640617864776,mean,stdscl_WOE-ori,upsample,LR
133,"var6,var7",0.9517822429013456,0.9499405449764692,0.9508591248920366,0.5064324389176885,2.40907380671107,mean,stdscl_WOE-ori,upsample,LR
134,"var6,var8",0.9505838018107556,0.7836339580297778,0.8571227819255451,0.5489396039563863,2.3566461876926867,mean,stdscl_WOE-ori,upsample,LR
135,"var7,var8",0.9504754302066096,0.7892277546098578,0.8605646804484156,0.5501157559426468,2.361155866597672,mean,stdscl_WOE-ori,upsample,LR
136,var3_woe,0.9697313245935644,0.1092800080389891,0.1572469064091898,0.5571569458719962,1.6841351768747503,median,WOE,SMOTE,LR
137,var4_woe,0.9573680295662099,0.9333936257515616,0.9446938921822896,0.5834103593785337,2.4854722811270333,median,WOE,SMOTE,LR
138,var7_woe,0.9506160189630803,0.9749953943291632,0.9626513780159688,0.5,2.413267396979049,median,WOE,SMOTE,LR
139,var5_woe,0.9506160189630803,0.9749953943291632,0.9626513780159688,0.5,2.413267396979049,median,WOE,SMOTE,LR
140,var6_woe,0.9506160189630803,0.9749953943291632,0.9626513780159688,0.5,2.413267396979049,median,WOE,SMOTE,LR
141,var2_woe,0.9675601334292484,0.25252474501331457,0.3723502618318763,0.5803122532976712,1.9202226485587957,median,WOE,SMOTE,LR
142,var1_woe,0.953763005388366,0.9220218057579259,0.9372112438573118,0.5354849646018831,2.4264592138475614,median,WOE,SMOTE,LR
143,var8_woe,0.9605760000081742,0.4223651375839488,0.5699168845483558,0.5913000016751712,2.121792886231701,median,WOE,SMOTE,LR
144,"var3_woe,var4_woe",0.9561264687980868,0.8718618633706812,0.9101172551520552,0.6069981106461639,2.473241834596306,median,WOE,SMOTE,LR
145,"var3_woe,var7_woe",0.9697313245935644,0.1092800080389891,0.1572469064091898,0.5571569458719962,1.6841351768747503,median,WOE,SMOTE,LR
146,"var3_woe,var5_woe",0.9697313245935644,0.1092800080389891,0.1572469064091898,0.5571569458719962,1.6841351768747503,median,WOE,SMOTE,LR
147,"var3_woe,var6_woe",0.9697313245935644,0.1092800080389891,0.1572469064091898,0.5571569458719962,1.6841351768747503,median,WOE,SMOTE,LR
148,"var3_woe,var2_woe",0.967522805542616,0.3028856621279874,0.43608644953480985,0.6178571837831276,2.021466438860553,median,WOE,SMOTE,LR
149,"var3_woe,var1_woe",0.9543432071112156,0.8668542430789328,0.9069109861353354,0.5759266412144954,2.4371808344610466,median,WOE,SMOTE,LR
150,"var3_woe,var8_woe",0.9632900963684632,0.4184126346111977,0.5653267360136638,0.6256455161879068,2.1542623485700343,median,WOE,SMOTE,LR
151,"var4_woe,var7_woe",0.9573680295662099,0.9333936257515616,0.9446938921822896,0.5834103593785337,2.4854722811270333,median,WOE,SMOTE,LR
152,"var4_woe,var5_woe",0.9573680295662099,0.9333936257515616,0.9446938921822896,0.5834103593785337,2.4854722811270333,median,WOE,SMOTE,LR
153,"var4_woe,var6_woe",0.9573680295662099,0.9333936257515616,0.9446938921822896,0.5834103593785337,2.4854722811270333,median,WOE,SMOTE,LR
154,"var4_woe,var2_woe",0.9574112171025558,0.9352693898742234,0.9457276284377898,0.6449445817461009,2.5480834272864463,median,WOE,SMOTE,LR
155,"var4_woe,var1_woe",0.9571337149259962,0.8952419233281415,0.923560262442116,0.5929794701322952,2.4736734475004067,median,WOE,SMOTE,LR
156,"var4_woe,var8_woe",0.9655237601716724,0.39978897653620055,0.5456608592827494,0.6656136520380345,2.1767982714924567,median,WOE,SMOTE,LR
157,"var7_woe,var5_woe",0.9506160189630803,0.9749953943291632,0.9626513780159688,0.5,2.413267396979049,median,WOE,SMOTE,LR
158,"var7_woe,var6_woe",0.9506160189630803,0.9749953943291632,0.9626513780159688,0.5,2.413267396979049,median,WOE,SMOTE,LR
159,"var7_woe,var2_woe",0.9675601334292484,0.25252474501331457,0.3723502618318763,0.5803122532976712,1.9202226485587957,median,WOE,SMOTE,LR
160,"var7_woe,var1_woe",0.953763005388366,0.9220218057579259,0.9372112438573118,0.5354849646018831,2.4264592138475614,median,WOE,SMOTE,LR
161,"var7_woe,var8_woe",0.9605760000081742,0.4223651375839488,0.5699168845483558,0.5913000016751712,2.121792886231701,median,WOE,SMOTE,LR
162,"var5_woe,var6_woe",0.9506160189630803,0.9749953943291632,0.9626513780159688,0.5,2.413267396979049,median,WOE,SMOTE,LR
163,"var5_woe,var2_woe",0.9675601334292484,0.25252474501331457,0.3723502618318763,0.5803122532976712,1.9202226485587957,median,WOE,SMOTE,LR
164,"var5_woe,var1_woe",0.953763005388366,0.9220218057579259,0.9372112438573118,0.5354849646018831,2.4264592138475614,median,WOE,SMOTE,LR
165,"var5_woe,var8_woe",0.9605760000081742,0.4223651375839488,0.5699168845483558,0.5913000016751712,2.121792886231701,median,WOE,SMOTE,LR
166,"var6_woe,var2_woe",0.9675601334292484,0.25252474501331457,0.3723502618318763,0.5803122532976712,1.9202226485587957,median,WOE,SMOTE,LR
167,"var6_woe,var1_woe",0.953763005388366,0.9220218057579259,0.9372112438573118,0.5354849646018831,2.4264592138475614,median,WOE,SMOTE,LR
168,"var6_woe,var8_woe",0.9605760000081742,0.4223651375839488,0.5699168845483558,0.5913000016751712,2.121792886231701,median,WOE,SMOTE,LR
169,"var2_woe,var1_woe",0.9675601334292484,0.25252474501331457,0.3723502618318763,0.6071992807624718,1.9471096760235964,median,WOE,SMOTE,LR
170,"var2_woe,var8_woe",0.9662679863128336,0.34887537892110065,0.4902159615353774,0.6132998378857646,2.069783785733976,median,WOE,SMOTE,LR
171,"var1_woe,var8_woe",0.9643033679012528,0.38784772814818536,0.533353954251515,0.6254958725437687,2.1231531946965365,median,WOE,SMOTE,LR
172,var3_woe,0.9697313245935644,0.1092800080389891,0.1572469064091898,0.5571569458719962,1.6841351768747503,median,WOE,SMOTE,DT
173,var4_woe,0.9573680295662099,0.9333936257515616,0.9446938921822896,0.5834103593785337,2.4854722811270333,median,WOE,SMOTE,DT
174,var7_woe,0.9506160189630803,0.9749953943291632,0.9626513780159688,0.5,2.413267396979049,median,WOE,SMOTE,DT
175,var5_woe,0.9506160189630803,0.9749953943291632,0.9626513780159688,0.5,2.413267396979049,median,WOE,SMOTE,DT
176,var6_woe,0.9506160189630803,0.9749953943291632,0.9626513780159688,0.5,2.413267396979049,median,WOE,SMOTE,DT
177,var2_woe,0.9675601334292484,0.25252474501331457,0.3723502618318763,0.5803122532976712,1.9202226485587957,median,WOE,SMOTE,DT
178,var1_woe,0.953763005388366,0.9220218057579259,0.9372112438573118,0.5354849646018831,2.4264592138475614,median,WOE,SMOTE,DT
179,var8_woe,0.9605760000081742,0.4223651375839488,0.5699168845483558,0.5913000016751712,2.121792886231701,median,WOE,SMOTE,DT
180,"var3_woe,var4_woe",0.957784755072104,0.9441960173508182,0.9506906850865235,0.6139267845244736,2.522402224683101,median,WOE,SMOTE,DT
181,"var3_woe,var7_woe",0.9697313245935644,0.1092800080389891,0.1572469064091898,0.5571569458719962,1.6841351768747503,median,WOE,SMOTE,DT
182,"var3_woe,var5_woe",0.9697313245935644,0.1092800080389891,0.1572469064091898,0.5571569458719962,1.6841351768747503,median,WOE,SMOTE,DT
