,variable,precision,recall,f1,auc,auc+f1+prec,data_fill,transformation,resample,classifier
1842,"var3_woe,var4,var6",0.9574474138008422,0.9372791371485035,0.9468292491816919,0.6301539243049028,2.534430587287437,mean,stdscl,SMOTE,LR
1843,"var3_woe,var4,var7",0.9570781059068411,0.9230769230769231,0.9389650596901559,0.6394150094973926,2.5354581750943894,mean,stdscl,SMOTE,LR
1844,"var3_woe,var4,var8",0.9562141921488366,0.8719790986283474,0.9102015671673462,0.6624340194233342,2.528849778739517,mean,stdscl,SMOTE,LR
1845,"var3_woe,var5,var6",0.953194117878638,0.9015056356663149,0.92593906992281,0.5468613734139833,2.4259945612154317,mean,stdscl,SMOTE,LR
1846,"var3_woe,var5,var7",0.9532535216210487,0.8844562796228375,0.9165690514550928,0.5552345718340577,2.425057144910199,mean,stdscl,SMOTE,LR
1847,"var3_woe,var5,var8",0.952623902312788,0.7838014369693012,0.8573477584783393,0.5904739961421359,2.4004456569332633,mean,stdscl,SMOTE,LR
1848,"var3_woe,var6,var7",0.9532535216210487,0.8844562796228375,0.9165690514550928,0.5563013257047388,2.4261238987808804,mean,stdscl,SMOTE,LR
1849,"var3_woe,var6,var8",0.952623902312788,0.7838014369693012,0.8573477584783393,0.5909267871016601,2.4008984478927875,mean,stdscl,SMOTE,LR
1850,"var3_woe,var7,var8",0.9526047819233168,0.7878041836239092,0.8598284859693153,0.5916323149182006,2.4040655828108326,mean,stdscl,SMOTE,LR
1851,"var4_woe,var7_woe,var5_woe",0.9656618596316034,0.33137382974091006,0.4703299221032695,0.6468342174617088,2.0828259991965816,mean,stdscl,SMOTE,LR
1852,"var4_woe,var7_woe,var6_woe",0.9656618596316034,0.33137382974091006,0.4703299221032695,0.6468342174617088,2.0828259991965816,mean,stdscl,SMOTE,LR
1853,"var4_woe,var7_woe,var2_woe",0.9661898191120022,0.43887856102095163,0.585180526401675,0.6866878180811907,2.238058163594868,mean,stdscl,SMOTE,LR
1854,"var4_woe,var7_woe,var1_woe",0.9614389597174212,0.5312766919559865,0.6713794588297674,0.6610045438099156,2.2938229623571043,mean,stdscl,SMOTE,LR
1855,"var4_woe,var7_woe,var8_woe",0.9653083805331201,0.5006280460232125,0.6436227654482554,0.6864387686718313,2.295369914653207,mean,stdscl,SMOTE,LR
1856,"var4_woe,var7_woe,var1",0.9574303362743903,0.914535497161232,0.9343817430226377,0.6616250244717665,2.553437103768794,mean,stdscl,SMOTE,LR
1857,"var4_woe,var7_woe,var2",0.9528846054304025,0.9699375303555577,0.9608657593536304,0.5633281397656105,2.4770785045496435,mean,stdscl,SMOTE,LR
1858,"var4_woe,var7_woe,var3",0.9573712218800984,0.932455743690231,0.9441857899270903,0.6507387298023362,2.552295741609525,mean,stdscl,SMOTE,LR
1859,"var4_woe,var7_woe,var4",0.9573680295662099,0.9333936257515617,0.9446938921822895,0.6483593423609109,2.5504212641094104,mean,stdscl,SMOTE,LR
1860,"var4_woe,var7_woe,var5",0.9661670309905381,0.2902912458758311,0.4209542854848785,0.6425362929988611,2.0296576094742775,mean,stdscl,SMOTE,LR
1861,"var4_woe,var7_woe,var6",0.9656629821214446,0.33140732552881474,0.47036851692785053,0.6440725895413537,2.080104088590649,mean,stdscl,SMOTE,LR
1862,"var4_woe,var7_woe,var7",0.9571471389873255,0.9215528647272605,0.9381535923263559,0.6476782057737998,2.542978937087481,mean,stdscl,SMOTE,LR
1863,"var4_woe,var7_woe,var8",0.9560768063693255,0.8563533135708185,0.9011965424173279,0.6686400283453697,2.5259133771320235,mean,stdscl,SMOTE,LR
1864,"var4_woe,var5_woe,var6_woe",0.9573680295662099,0.9333936257515617,0.9446938921822895,0.6400213616546495,2.542083283403149,mean,stdscl,SMOTE,LR
1865,"var4_woe,var5_woe,var2_woe",0.9661898191120022,0.43887856102095163,0.585180526401675,0.6844282410490401,2.2357985865627175,mean,stdscl,SMOTE,LR
